original_idx,predicted_class,probability_default,samples_used,final_r2,convergence_reason,execution_time_sec,used_slm,top_features
3944,Adimplente,0.02639,3200,0.110374,semantic_converged,3.7201,True,person_home_ownership=3: 0.1899; loan_grade=0: -0.0947; loan_intent=0: 0.0762; loan_int_rate <= 7.90: -0.0724; loan_percent_income <= 0.09: -0.0428
10447,Default,0.994176,800,0.264886,semantic_converged,3.5637,True,loan_percent_income > 0.23: 0.2413; person_home_ownership=3: 0.2084; person_income <= 39300.00: 0.1908; loan_grade=0: -0.1019; loan_intent=0: 0.0837
26570,Adimplente,0.078422,3200,0.134773,max_samples_reached,0.2132,True,loan_intent=2: 0.1968; person_income > 80000.00: -0.1448; loan_int_rate > 13.48: 0.1085; 0.15 < loan_percent_income <= 0.23: -0.0941; loan_amnt > 12250.00: 0.0931
18245,Default,0.994981,1600,0.245049,semantic_converged,3.5307,True,loan_percent_income > 0.23: 0.2536; person_home_ownership=3: 0.2166; loan_amnt > 12250.00: 0.1269; loan_grade=1: -0.0963; 55560.00 < person_income <= 80000.00: -0.0414
23571,Adimplente,0.016753,3200,0.074001,max_samples_reached,0.1973,True,loan_int_rate <= 7.90: -0.1006; person_home_ownership=0: -0.0900; loan_grade=0: -0.0878; 0.09 < loan_percent_income <= 0.15: -0.0777; 5000.00 < loan_amnt <= 8000.00: -0.0502
28224,Adimplente,0.010769,3200,0.212584,max_samples_reached,0.2026,True,loan_percent_income > 0.23: 0.2499; person_income > 80000.00: -0.1732; person_home_ownership=0: -0.1170; loan_amnt > 12250.00: 0.1157; loan_grade=0: -0.0788
8776,Adimplente,0.004677,3200,0.089153,max_samples_reached,0.1997,True,person_home_ownership=0: -0.1323; loan_int_rate <= 7.90: -0.0934; 0.09 < loan_percent_income <= 0.15: -0.0930; loan_grade=0: -0.0783; 5000.00 < loan_amnt <= 8000.00: -0.0558
31340,Adimplente,0.003252,3200,0.11372,semantic_converged,3.6852,True,person_income > 80000.00: -0.1575; person_home_ownership=0: -0.1189; loan_grade=0: -0.1063; 5000.00 < loan_amnt <= 8000.00: -0.0554; loan_int_rate <= 7.90: -0.0533
19455,Default,0.987147,200,0.302519,semantic_converged,3.7804,True,loan_grade=3: 0.3600; person_home_ownership=3: 0.2135; loan_int_rate > 13.48: 0.1093; 39300.00 < person_income <= 55560.00: 0.0814; loan_percent_income <= 0.09: -0.0645
7010,Adimplente,0.06138,3200,0.072212,max_samples_reached,0.199,True,person_home_ownership=0: -0.1271; loan_int_rate <= 7.90: -0.0966; loan_grade=0: -0.0815; loan_percent_income <= 0.09: -0.0517; loan_amnt <= 5000.00: -0.0444
28666,Adimplente,0.002718,400,0.118809,semantic_converged,3.6607,True,loan_intent=5: -0.1650; loan_amnt > 12250.00: 0.1154; person_home_ownership=0: -0.0951; loan_grade=1: -0.0934; person_age > 30.00: -0.0702
22570,Adimplente,0.024155,3200,0.083777,max_samples_reached,0.2143,True,person_home_ownership=0: -0.1095; 0.15 < loan_percent_income <= 0.23: -0.1004; loan_grade=0: -0.0983; loan_int_rate <= 7.90: -0.0919; loan_intent=3: 0.0670
27310,Adimplente,0.182092,3200,0.188204,semantic_converged,3.9628,True,loan_grade=3: 0.3170; person_income > 80000.00: -0.1492; loan_intent=2: 0.1475; loan_int_rate > 13.48: 0.0927; person_home_ownership=0: -0.0925
31236,Adimplente,0.004886,3200,0.132711,max_samples_reached,0.2172,True,loan_intent=2: 0.1852; person_income > 80000.00: -0.1385; person_home_ownership=0: -0.1114; loan_int_rate <= 7.90: -0.0878; loan_grade=0: -0.0874
19411,Adimplente,0.017464,3200,0.147234,max_samples_reached,0.1951,True,person_home_ownership=3: 0.1645; person_income <= 39300.00: 0.1610; loan_grade=0: -0.0976; loan_int_rate <= 7.90: -0.0754; loan_amnt <= 5000.00: -0.0541
7831,Adimplente,0.016998,3200,0.079893,max_samples_reached,0.1891,True,person_home_ownership=0: -0.1101; loan_grade=0: -0.1036; 0.09 < loan_percent_income <= 0.15: -0.0841; loan_intent=0: 0.0757; loan_int_rate <= 7.90: -0.0744
26034,Adimplente,0.031238,3200,0.1229,max_samples_reached,0.1976,True,person_home_ownership=3: 0.1874; 0.15 < loan_percent_income <= 0.23: -0.0929; loan_amnt > 12250.00: 0.0927; loan_grade=1: -0.0910; loan_intent=0: 0.0491
14739,Adimplente,0.070124,3200,0.196214,max_samples_reached,0.2089,True,loan_grade=5: 0.2790; loan_percent_income > 0.23: 0.2255; person_income > 80000.00: -0.1463; loan_intent=5: -0.1266; person_home_ownership=0: -0.1190
